data
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
8.57871740039736e-16
0.923879532511288
-0.707106781186549
-0.382683432365088
1
-0.382683432365096
-0.707106781186548
0.923879532511287
-2.45548340466059e-16
-0.923879532511289
0.707106781186548
0.382683432365095
-1
0.382683432365085
0.707106781186551
-0.923879532511285
3.18593861969288e-15
0.923879532511285
-0.70710678118655
-0.382683432365092
1
-0.382683432365081
-0.707106781186539
0.923879532511289
9.79098458681294e-16
-0.92387953251129
0.707106781186547
0.382683432365096
-1
0.382683432365084
0.707106781186557
-0.923879532511285
1.96129182054553e-15
0.923879532511289
-0.707106781186539
-0.382683432365094
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
-0
-0
0
2.59693209289264e-14
-0.923879532511294
0.70710678118654
0.382683432365067
-1
0.3826834323651
0.707106781186554
-0.923879532511286
-2.30289306496995e-14
0.923879532511293
-0.707106781186542
-0.38268343236509
1
-0.382683432365077
-0.707106781186572
0.923879532511287
2.00885403704727e-14
-0.923879532511303
0.707106781186544
0.382683432365088
-1
0.382683432365106
0.70710678118655
-0.923879532511277
-0
0
-0
-0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-1
0.382683432365075
0.707106781186574
-0.923879532511286
-2.20467372878353e-14
0.923879532511281
-0.707106781186583
-0.382683432365063
1
-0.382683432365078
-0.707106781186531
0.923879532511288
-0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-1
0.382683432365136
0.707106781186567
-0.92387953251129
-7.00689853109628e-14
0.9238795325113
-0.707106781186549
-0.38268343236516
1
-0.382683432365086
-0.707106781186606
0.923879532511269
1.0285176170928e-14
-0.923879532511299
0.707106781186551
0.382683432365105
-1
0.382683432365089
0.707106781186523
-0.92387953251127
-7.34478589170118e-15
0.923879532511319
-0.707106781186513
-0.382683432365102
1
-0.382683432365039
-0.707106781186561
0.923879532511271
4.40439561247435e-15
-0.923879532511275
0.707106781186555
0.382683432365099
-1
0.382683432365094
0.707106781186519
-0.923879532511272
-0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
1
-0.382683432365108
-0.707106781186549
0.923879532511278
4.36054727979214e-14
-0.923879532511268
0.707106781186567
0.382683432365083
-1
0.382683432365058
0.707106781186506
-0.923879532511257
1.61783363421134e-14
0.923879532511289
-0.707106781186529
-0.382683432365133
1
-0.382683432365008
-0.707106781186545
0.92387953251128
3.77246922394678e-14
-0.923879532511309
0.707106781186572
0.382683432365078
-0
0
0
-0
-0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
-0
-0
0
-9.94852677159629e-14
-0.9238795325113
0.707106781186588
0.382683432365056
-1
0.382683432365085
0.707106781186566
-0.923879532511269
4.55822391343817e-14
0.923879532511277
-0.70710678118655
-0.382683432365106
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
-6.22238180287807e-14
0.923879532511275
-0.707106781186554
-0.3826834323651
1
-0.382683432365146
-0.70710678118652
0.92387953251125
2.44000888874588e-15
-0.923879532511296
0.707106781186516
0.382683432365045
-1
0.382683432364991
0.707106781186477
-0.923879532511273
-5.63430374703271e-14
0.923879532511273
-0.707106781186558
-0.382683432365095
1
-0.382683432365046
-0.707106781186596
0.923879532511253
-3.44077166970777e-15
-0.923879532511294
0.70710678118644
0.38268343236504
-1
0.382683432364996
0.707106781186554
-0.923879532511275
-1.64149094633489e-13
0.923879532511271
-0.707106781186482
-0.382683432365194
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
0
-0
0
0
-0
0
0
-0
-0
0
-0
-0
0
-0
-0
0
-2.10831133450687e-14
-0.923879532511287
0.707106781186533
0.382683432365128
-1
0.382683432365118
0.707106781186541
-0.923879532511326
